total_weeks,complete_proxy_weeks,incomplete_proxy_weeks,missing_national_mean,missing_national_min,missing_national_max,minimum_national_mean,maximum_national_mean,minimum_national_min,maximum_national_max,temperature_order_violations
1557,1557,0,0,0,0,0.9614285714285714,28.504285714285714,-4.6499999999999995,33.989999999999995,0
